nlargest,quick_select,10,1024,0.267667
nlargest,quick_select,11,2048,0.932333
nlargest,quick_select,12,4096,3.49233
nlargest,quick_select,13,8192,13.5277
nlargest,quick_select,14,16384,52.9447
nlargest,quick_select,15,32768,211.041
nlargest,heap,2,4,0
nlargest,heap,3,8,0
nlargest,heap,4,16,0
nlargest,heap,5,32,0
nlargest,heap,6,64,0
nlargest,heap,7,128,0
nlargest,heap,8,256,0
nlargest,heap,9,512,0.000666667
nlargest,heap,10,1024,0.001
nlargest,heap,11,2048,0.002
nlargest,heap,12,4096,0.00466667
nlargest,heap,13,8192,0.00833333
nlargest,heap,14,16384,0.018
nlargest,heap,15,32768,0.0376667
