bottomkelement,quicksort,2,4,0
bottomkelement,quicksort,3,8,0
bottomkelement,quicksort,4,16,0
bottomkelement,quicksort,5,32,0.001
bottomkelement,quicksort,6,64,0.001
bottomkelement,quicksort,7,128,0.002
bottomkelement,quicksort,8,256,0.003
bottomkelement,quicksort,9,512,0.008
bottomkelement,quicksort,10,1024,0.016
bottomkelement,quicksort,11,2048,0.028
bottomkelement,quicksort,12,4096,0.057
bottomkelement,quicksort,13,8192,0.121
bottomkelement,quicksort,14,16384,0.224
bottomkelement,quicksort,15,32768,0.502
bottomkelement,quick_select,2,4,0
bottomkelement,quick_select,3,8,0
bottomkelement,quick_select,4,16,0
bottomkelement,quick_select,5,32,0
bottomkelement,quick_select,6,64,0.001
bottomkelement,quick_select,7,128,0
bottomkelement,quick_select,8,256,0.001
bottomkelement,quick_select,9,512,0.001
bottomkelement,quick_select,10,1024,0.001
bottomkelement,quick_select,11,2048,0.001
bottomkelement,quick_select,12,4096,0.002
bottomkelement,quick_select,13,8192,0.006
bottomkelement,quick_select,14,16384,0.01
bottomkelement,quick_select,15,32768,0.014
bottomkelement,heap,2,4,0
bottomkelement,heap,3,8,0.001
bottomkelement,heap,4,16,0
bottomkelement,heap,5,32,0
bottomkelement,heap,6,64,0.001
bottomkelement,heap,7,128,0
bottomkelement,heap,8,256,0
bottomkelement,heap,9,512,0.001
bottomkelement,heap,10,1024,0.001
bottomkelement,heap,11,2048,0.003
bottomkelement,heap,12,4096,0.005
bottomkelement,heap,13,8192,0.008
bottomkelement,heap,14,16384,0.021
bottomkelement,heap,15,32768,0.038
topkelement,quicksort,2,4,0
topkelement,quicksort,3,8,0
topkelement,quicksort,4,16,0
topkelement,quicksort,5,32,0
topkelement,quicksort,6,64,0.001
topkelement,quicksort,7,128,0.001
topkelement,quicksort,8,256,0.003
topkelement,quicksort,9,512,0.008
topkelement,quicksort,10,1024,0.02
topkelement,quicksort,11,2048,0.03
topkelement,quicksort,12,4096,0.054
topkelement,quicksort,13,8192,0.109
topkelement,quicksort,14,16384,0.229
topkelement,quicksort,15,32768,0.449
topkelement,quick_select,2,4,0
topkelement,quick_select,3,8,0
topkelement,quick_select,4,16,0
topkelement,quick_select,5,32,0
topkelement,quick_select,6,64,0
topkelement,quick_select,7,128,0
topkelement,quick_select,8,256,0
topkelement,quick_select,9,512,0.001
topkelement,quick_select,10,1024,0.001
topkelement,quick_select,11,2048,0.001
topkelement,quick_select,12,4096,0.002
topkelement,quick_select,13,8192,0.005
topkelement,quick_select,14,16384,0.014
topkelement,quick_select,15,32768,0.014
topkelement,heap,2,4,0
topkelement,heap,3,8,0
topkelement,heap,4,16,0
topkelement,heap,5,32,0
topkelement,heap,6,64,0
topkelement,heap,7,128,0
topkelement,heap,8,256,0
topkelement,heap,9,512,0.001
topkelement,heap,10,1024,0.001
topkelement,heap,11,2048,0.002
topkelement,heap,12,4096,0.004
topkelement,heap,13,8192,0.008
topkelement,heap,14,16384,0.017
topkelement,heap,15,32768,0.035
nsmallest,quicksort,2,4,0
nsmallest,quicksort,3,8,0.001
nsmallest,quicksort,4,16,0
nsmallest,quicksort,5,32,0
nsmallest,quicksort,6,64,0.001
nsmallest,quicksort,7,128,0.002
nsmallest,quicksort,8,256,0.003
nsmallest,quicksort,9,512,0.006
nsmallest,quicksort,10,1024,0.014
nsmallest,quicksort,11,2048,0.026
nsmallest,quicksort,12,4096,0.053
nsmallest,quicksort,13,8192,0.104
nsmallest,quicksort,14,16384,0.214
nsmallest,quicksort,15,32768,0.443
nsmallest,quick_select,2,4,0
nsmallest,quick_select,3,8,0
nsmallest,quick_select,4,16,0
nsmallest,quick_select,5,32,0
nsmallest,quick_select,6,64,0
nsmallest,quick_select,7,128,0
nsmallest,quick_select,8,256,0.001
nsmallest,quick_select,9,512,0.001
nsmallest,quick_select,10,1024,0.002
nsmallest,quick_select,11,2048,0.004
nsmallest,quick_select,12,4096,0.007
nsmallest,quick_select,13,8192,0.016
nsmallest,quick_select,14,16384,0.045
nsmallest,quick_select,15,32768,0.069
nsmallest,heap,2,4,0
nsmallest,heap,3,8,0
nsmallest,heap,4,16,0
nsmallest,heap,5,32,0
nsmallest,heap,6,64,0
nsmallest,heap,7,128,0
nsmallest,heap,8,256,0.001
nsmallest,heap,9,512,0.001
nsmallest,heap,10,1024,0.001
nsmallest,heap,11,2048,0.002
nsmallest,heap,12,4096,0.005
nsmallest,heap,13,8192,0.008
nsmallest,heap,14,16384,0.017
nsmallest,heap,15,32768,0.036
nlargest,quicksort,2,4,0
nlargest,quicksort,3,8,0
nlargest,quicksort,4,16,0
nlargest,quicksort,5,32,0.001
nlargest,quicksort,6,64,0.001
nlargest,quicksort,7,128,0.001
nlargest,quicksort,8,256,0.003
nlargest,quicksort,9,512,0.007
nlargest,quicksort,10,1024,0.013
nlargest,quicksort,11,2048,0.024
nlargest,quicksort,12,4096,0.052
nlargest,quicksort,13,8192,0.113
nlargest,quicksort,14,16384,0.219
nlargest,quicksort,15,32768,0.443
nlargest,quick_select,2,4,0
nlargest,quick_select,3,8,0.001
nlargest,quick_select,4,16,0
nlargest,quick_select,5,32,0
nlargest,quick_select,6,64,0
nlargest,quick_select,7,128,0.001
nlargest,quick_select,8,256,0.001
nlargest,quick_select,9,512,0.001
nlargest,quick_select,10,1024,0.002
nlargest,quick_select,11,2048,0.003
nlargest,quick_select,12,4096,0.009
nlargest,quick_select,13,8192,0.018
nlargest,quick_select,14,16384,0.036
nlargest,quick_select,15,32768,0.07
nlargest,heap,2,4,0
nlargest,heap,3,8,0
nlargest,heap,4,16,0
